,rid,client_id,gender,transcription,reference,split,weight,wer,cer
2475,train_2475,male_5,male," Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",piquet jr crashed in the 2008 singapore grand prix just after an early pit stop for fernando alonso bringing out the safety car,train,0.10683760683760683,0.0,0.0
2476,train_2476,male_5,male," It is not known at this time what charges will be laid or what led authorities to the boy, but juvenile proceedings have begun in federal court.",it is not known at this time what charges will be laid or what led authorities to the boy but juvenile proceedings have begun in federal court,train,0.10683760683760683,0.0,0.0
2478,train_2478,male_3,male," His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit stop, probably because of a badly tucked right front wheel.",his teammate fernando alonso was in the lead for most of the race but ended it right after his pit-stop probably because a badly tucked right front wheel,train,0.13418803418803418,0.034482758620689655,0.0196078431372549
2485,train_2485,male_10,male, Hopefully most people will realize that their long term best option is to work together with others.,hopefully most people will realise that their long term best option is to work together with others,train,0.09401709401709402,0.0,0.0
2490,train_2490,male_0,male," If you get hurt trying to help, you may only serve to make matters worse.",if you get hurt trying to help you may only serve to make matters worse,train,0.11282051282051282,0.0,0.0
2492,train_2492,male_4,male, Voltaire's achievements outside of directing include a hunger strike in 1973 against what he viewed as political censorship.,vautier's achievements outside of directing include a hunger strike in 1973 against what he viewed as political censorship,train,0.1282051282051282,0.05263157894736842,0.04065040650406504
2495,train_2495,male_4,male," Tourists may visit different landmarks of a particular country, or they may simply opt to focus on just one area.",tourists may visit different landmarks of a particular country or they may simply opt to focus on just one area,train,0.1282051282051282,0.0,0.0
2498,train_2498,male_7,male, He recently lost again Raonic in the Brisbane Open.,he recently lost against raonic in the brisbane open,train,0.12991452991452992,0.1111111111111111,0.038461538461538464
2500,train_2500,male_0,male," When the capsule gets to Earth and enters the atmosphere at about 5 a.m. Eastern Time, it is expected to put quite a light show for folks in Northern California, Oregon, Nevada, and Utah.",when the capsule gets to earth and enters the atmosphere at about 5am eastern time it is expected to put on quite a light show for folks in northern california oregon nevada and utah,train,0.11282051282051282,0.08571428571428572,0.02185792349726776
2501,train_2501,male_5,male," The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.",the invention of spoke wheels made assyrian chariots lighter faster and better prepared to outrun soldiers and other chariots,train,0.10683760683760683,0.0,0.0
2503,train_2503,male_7,male," Regarding the global financial situation, Zapatero continued by saying that the financial system is a part of the economy, a crucial part.",regarding the global financial situation zapatero continued by saying that the financial system is a part of the economy a crucial part,train,0.12991452991452992,0.0,0.0
2507,train_2507,male_4,male," Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.",nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery including plant and animal wildlife,train,0.1282051282051282,0.0,0.0
2509,train_2509,male_5,male," For example, visiting castles in the Loire Valley, the Rhine Valley, or taking a cruise to interesting cities in the Danube or boating along the Erie Canal.",for example visiting castles in the loire valley the rhine valley or taking a cruise to interesting cites on the danube or boating along the erie canal,train,0.10683760683760683,0.07407407407407407,0.013245033112582781
2511,train_2511,male_5,male," The community irritation led to current efforts to draft a policy regarding sexual content for the site, which hosts millions of openly licensed media.",the community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media,train,0.10683760683760683,0.0,0.0
2514,train_2514,male_3,male," The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.",the national congress of brazil has debated legalization for 10 years and such civil marriages are currently only legal in rio grande do sul,train,0.13418803418803418,0.0,0.0
2517,train_2517,male_3,male, Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.,today's announcement also extended the government's commitment made in march of this year to fund extra carriages,train,0.13418803418803418,0.0,0.0
2519,train_2519,male_0,male, The United States Strategic Command of the U.S. Department of Defense Office is tracking the debris.,the united states strategic command of the u.s. department of defense office is tracking the debris,train,0.11282051282051282,0.0,0.0
2521,train_2521,male_3,male," If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy, Mr. Costello said.",if it becomes commercial we should have it that is there's no in-principle objection to nuclear energy mr costello said,train,0.13418803418803418,0.0,0.0
2523,train_2523,male_4,male, The top of the tower was a special sanctuary for the god.,the top of the tower was special sanctuary for the god,train,0.1282051282051282,0.09090909090909091,0.037037037037037035
2524,train_2524,male_10,male, The document showed 14 banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations,the documents showed fourteen banks helped wealthy clients hide billions of us dollars of wealth to avoid taxes and other regulations,train,0.09401709401709402,0.047619047619047616,0.007692307692307693
2526,train_2526,male_5,male, The National Congress of Brazil has debated legalization for 10 years and such civil marriages are currently only legal in Rio Grande do Sul.,the national congress of brazil has debated legalization for 10 years and such civil marriages are currently only legal in rio grande do sul,train,0.10683760683760683,0.0,0.0
2531,train_2531,male_7,male, Some people believe that experiencing many artificially induced lucid dreams often enough can be very exhausting.,some people believe that experiencing many artificially induced lucid dreams often enough can be very exhausting,train,0.12991452991452992,0.0,0.0
2532,train_2532,male_5,male," Technological determinism is a term that encompasses a wide range of ideas and practices, from the technology push or the technological imperative, to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.",technological determinism is a term that encompasses a wide range of ideas in practice from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology,train,0.10683760683760683,0.06976744186046512,0.025089605734767026
2534,train_2534,male_7,male," Towering above the north end of Machu Picchu is this steep mountain, often the backdrop to many photos of the ruins.",towering above the north end of machu picchu is this steep mountain often the backdrop to many photos of the ruins,train,0.12991452991452992,0.0,0.0
2535,train_2535,male_0,male, Women did the cooking in the yard. Stores were just open counters looking into the streets. Stone was used for building houses.,women did the cooking in the yard stores were just open counters looking into the street stone was used for building houses,train,0.11282051282051282,0.045454545454545456,0.008130081300813009
2538,train_2538,male_5,male," It is now important from both a public health and criminal justice perspective that the legislation be enacted on as soon as possible, said a government spokesperson.",it is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible said a government spokesperson,train,0.10683760683760683,0.038461538461538464,0.018633540372670808
2539,train_2539,male_4,male," Subsistence agriculture is a simple, often organic system used to save seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.",subsistence agriculture is a simple often organic system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield,train,0.1282051282051282,0.1111111111111111,0.03314917127071823
2542,train_2542,male_1,male," However, a source with knowledge of the investigation told the Minneapolis Star Tribune that it was Louis Jourdan, 16-year-old son of Red Lake Tribal Chairman Floyd Jourdan.",however a source with knowledge of the investigation told the minneapolis star-tribune that it was louis jourdain 16-year old son of red lake tribal chairman floyd jourdain,train,0.1170940170940171,0.06896551724137931,0.011627906976744186
2543,train_2543,male_1,male," Fewer than a thousand cases have ever been reported in humans, but some of them have been fatal.",fewer than a thousand cases have ever been reported in humans but some of them have been fatal,train,0.1170940170940171,0.0,0.0
2547,train_2547,male_0,male," He went on to say, this case is serious. Rest assured that our system is working as well as it should.",he went on to say this case is serious rest assured that our system is working as well as it should,train,0.11282051282051282,0.0,0.0
2555,train_2555,male_11,male," In 1683, Qing Dynasty, 1644 to 1912, forces take control of Taiwan's western and northern coastal area and declared Taiwan as a province of the Qing Empire in 1885.",in 1683 qing dynasty 1644-1912 forces take control of taiwan’s western and northern coastal areas and declared taiwan as a province of the qing empire in 1885,train,0.05897435897435897,0.10344827586206896,0.03164556962025317
2556,train_2556,male_0,male, They mark an important change as European powers will no longer have the pretext of being religious war. Thus the Thirty Years' War will be the last war to be labelled a religious war.,this marked an important change as european powers would no longer have the pretext of being religious wars thus the thirty years' war would be the last war to be labeled a religious war,train,0.11282051282051282,0.14705882352941177,0.06077348066298342
2557,train_2557,male_3,male," While immigration check is usually absent or a formality when you arrive in your homeland, customs control can be a hassle.",while immigration check is usually absent or a formality when you arrive in your homeland customs control can be a hassle,train,0.13418803418803418,0.0,0.0
2558,train_2558,male_0,male, 18% of Venezuelans are unemployed and most of those who are employed work in the informal economy.,eighteen percent of venezuelans are unemployed and most of those who are employed work in the informal economy,train,0.11282051282051282,0.0,0.0
2561,train_2561,male_1,male," About 10 minutes before it was due to land from its second approach, it disappeared.",about ten minutes before it was due to land from its second approach it disapeared,train,0.1170940170940171,0.06666666666666667,0.01282051282051282
2571,train_2571,male_1,male," Sophisticated animations can be constructed on computers, and this kind of animation is increasingly being used in television and film.",sophisticated animations can be constructed on computers and this kind of animation is increasingly being used in television and films,train,0.1170940170940171,0.05,0.007462686567164179
2574,train_2574,male_7,male," Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball which were voted out of the Olympic Games in 2005.",squash karate and roller sports tried to get onto the olympic program as well as baseball and softball which were voted out of the olympic games in 2005,train,0.12991452991452992,0.0,0.0
2575,train_2575,male_1,male," Typical for Norway are steep fjords and valleys that suddenly give way to high, more or less even plateau.",typical for norway are steep fjords and valleys that suddenly give way to a high more or less even plateau,train,0.1170940170940171,0.05,0.018867924528301886
2576,train_2576,male_0,male, These bosses had been reined in by Provenzano when he put an end to the Rina-driven war against the state that claimed the lives of mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.,these bosses had been reined in by provenzano when he put an end to the riina-driven war against the state that claimed the lives of mafia crusaders giovanni falcone and paolo borsellino in 1992,train,0.11282051282051282,0.02857142857142857,0.005154639175257732
2577,train_2577,male_0,male, The problem is that snow is sticky so it needs some triggering to calm down and some snow calm down can be the triggering event for the rest.,the problem is that snow is sticky so it needs some triggering to come down and some snow coming down can be the triggering event for the rest,train,0.11282051282051282,0.07142857142857142,0.056338028169014086
2582,train_2582,male_10,male, Affectious diseases themselves or dangerous animals that can injure or kill people by force do not usually qualify as pests.,infectious diseases themselves or dangerous animals that can injure or kill people by force do not usually qualify as pests,train,0.09401709401709402,0.05,0.016260162601626018
2584,train_2584,male_4,male," The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.",the greek historian strabo later noted the name which is how we know today the temple was destroyed on the same night that alexander the great was born,train,0.1282051282051282,0.0,0.0
2593,train_2593,male_4,male," Negotiators tried to rectify the situation, but the prisoners' demands are not clear.",negotiators tried to rectify the situation but the prisoners' demands are not clear,train,0.1282051282051282,0.0,0.0
2594,train_2594,male_4,male," Sadly, as newer methods of writing have emerged, the pencil has been relegated to lesser status and uses.",sadly as newer methods of writing have emerged the pencil has been relegated to lesser status and uses,train,0.1282051282051282,0.0,0.0
2595,train_2595,male_11,male, Aspirincus elizabethii is a species of the family Dromahosireidae and is a cousin of Velociraptor.,hesperonychus elizabethae is a species of the family dromaeosauridae and is a cousin of velociraptor ,train,0.05897435897435897,0.2,0.12
2597,train_2597,male_1,male, Beijing will host the opening and closing ceremonies and the indoor ice events.,beijing will host the opening and closing ceremonies and the indoor ice events,train,0.1170940170940171,0.0,0.0
0,validation_0,male_6,male," When you call someone who is thousands of miles away, you are using a satellite.",when you call someone who is thousands of miles away you are using a satellite,validation,0.09145299145299145,0.0,0.0
2,validation_2,male_2,male, The UN also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.,the u.n. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts,validation,0.013675213675213675,0.09523809523809523,0.009345794392523364
26,validation_26,male_9,male," A former Filipino policeman has kept Hong Kong tourists hostage by hijacking their bus in Manila, the capital of the Philippines.",a former filipino policeman has kept hong kong tourists hostage by hijacking their bus in manila the capital of the philippines,validation,0.011965811965811967,0.0,0.0
41,validation_41,male_6,male," However, most signs are indicated only in Catalan because it is established by law as the first official language.",however most signs are indicated only in catalan because it is established by law as the first official language,validation,0.09145299145299145,0.0,0.0
43,validation_43,male_6,male, Some animals such as elephants and giraffes tend to approach closely to cars and standard equipment will allow good viewing.,some animals such as elephants and giraffes tend to approach closely to cars and standard equipment will allow good viewing,validation,0.09145299145299145,0.0,0.0
55,validation_55,male_6,male," The northern part or central range has Antarctica's highest mountains, the Vincennes Massif, peaking at 4,892 meters, Mount Vincennes.",the northern part or sentinel range has antarctica's highest mountains the vinson massif peaking at 4892 m mount vinson,validation,0.09145299145299145,0.2,0.15833333333333333
64,validation_64,male_6,male," There were no large forests in the land of Canaan, so wood was extremely expensive.",there were no large forests in the land of canaan so wood was extremely expensive,validation,0.09145299145299145,0.0,0.0
65,validation_65,male_6,male, Science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past 2 million years.,science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years,validation,0.09145299145299145,0.0,0.0
76,validation_76,male_6,male," Many common formats, APS family of formats for example, are equal to or closely approximate this aspect ratio.",many common formats aps family of formats for example are equal to or closely approximate this aspect ratio,validation,0.09145299145299145,0.0,0.0
103,validation_103,male_9,male, You can see the pyramids in the dark and you can see them in silence before the show begins.,you can see the pyramids in the dark and you can see them in silence before the show begins,validation,0.011965811965811967,0.0,0.0
107,validation_107,male_6,male," Naturalist and philosophers focus on classical text and, in particular, on the Bible and Latin.",naturalists and philosophers focused on classical texts and in particular on the bible in latin,validation,0.09145299145299145,0.26666666666666666,0.06315789473684211
121,validation_121,male_6,male, The main local beer is number one. It is not a complex beer but pleasant and refreshing. The other local beer is called Manta.,the main local beer is number one' it is not a complex beer but pleasant and refreshing the other local beer is called manta,validation,0.09145299145299145,0.0,0.0
128,validation_128,male_6,male," When the fighting ceased, after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.",when the fighting ceased after the wounded were transported to the hospital about 40 of the other remaining inmates stayed in the yard and refused to return to their cells,validation,0.09145299145299145,0.0,0.0
138,validation_138,male_9,male," Scientists think that ocelots follow and find animals to eat prey by smell, sniffing for where they've been on the ground.",scientists think that ocelots follow and find animals to eat prey by smell sniffing for where they've been on the ground,validation,0.011965811965811967,0.0,0.0
148,validation_148,male_6,male, Most districts are served by small Japanese coaster buses which are comfortable and sturdy.,most districts are served by small japanese coaster buses which are comfortable and sturdy,validation,0.09145299145299145,0.0,0.0
152,validation_152,male_6,male, Water is spilling over the levee in a section 100 feet wide.,water is spilling over the levee in a section 100 feet wide,validation,0.09145299145299145,0.0,0.0
153,validation_153,male_6,male," The Tibetan Buddhism is based on the teachings of Buddha, but were extended by Mahayana, by the Mahayana,",the tibetan buddhism is based on the teachings of buddha but were extended by the mahayana path of love and by a lot of techniques from indian yoga,validation,0.09145299145299145,0.42857142857142855,0.3333333333333333
168,validation_168,male_6,male, Her first was the slalom where she earned a did not finish in her first run. 36 of the 106 competitors had the same result in that race.,her first was the slalom where she earned a did not finish in her first run 36 of the 116 competitors had the same result in that race,validation,0.09145299145299145,0.03571428571428571,0.007692307692307693
171,validation_171,male_9,male, Science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years.,science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years,validation,0.011965811965811967,0.0,0.0
173,validation_173,male_6,male, The Arabs also brought Ibslan to the lands and it took in a big way in Comoros and Mayat.,the arabs also brought islam to the lands and it took in a big way in the comoros and mayotte,validation,0.09145299145299145,0.15,0.0967741935483871
174,validation_174,male_9,male," Please treat the site with all of the dignity, solemnity, and respect it deserves. Do not make jokes about the Holocaust or Nazis.",please treat the site with all of the dignity solemnity and respect it deserves do not make jokes about the holocaust or nazis,validation,0.011965811965811967,0.0,0.0
192,validation_192,male_6,male, Its all-pervading power affected everyone from king to commoner.,its all-pervading power affected everyone from king to commoner,validation,0.09145299145299145,0.0,0.0
197,validation_197,male_6,male, The Arabs also brought Islam to the land and it took in a big way in Comoros and Mayat.,the arabs also brought islam to the lands and it took in a big way in the comoros and mayotte,validation,0.09145299145299145,0.15,0.08602150537634409
200,validation_200,male_6,male," Handcraft products might be defined as antiques, though they are younger than similar mass-produced goods.",handicraft products might be defined as antiques though they are younger than similar mass-produced goods,validation,0.09145299145299145,0.0625,0.009523809523809525
205,validation_205,male_6,male, Widespread looting reportedly continued overnight as law enforcement officers were not present on Bishkek's streets.,widespread looting reportedly continued overnight as law enforcement officers were not present on bishkek's streets,validation,0.09145299145299145,0.0,0.0
216,validation_216,male_2,male, Yet 80% of our goods were taxed through tariffs in Central America countries. We treat you.,yet eighty percent of our goods were taxed through tariffs in central american countries we treat you,validation,0.013675213675213675,0.0625,0.011111111111111112
224,validation_224,male_6,male," The winter can be deceptively chilly. Temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says.",the winter can be deceptively chilly temperatures rarely go below freezing but the wind and humidity combine to make it feel colder than what the thermometer says,validation,0.09145299145299145,0.0,0.0
231,validation_231,male_6,male," Over time, as the population begins to adapt to their new environment, they start to look less and less like the other population.",over time as the new population begins to adapt to their new environment they start to look less and less like the other population,validation,0.09145299145299145,0.041666666666666664,0.030534351145038167
241,validation_241,male_6,male, They are still trying to determine just how large the crash was and how the earth will be affected.,they are still trying to determine just how large the crash was and how the earth will be affected,validation,0.09145299145299145,0.0,0.0
246,validation_246,male_2,male, Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors.,safaris are perhaps the greatest tourism draw in africa and the highlight for many visitors,validation,0.013675213675213675,0.0,0.0
247,validation_247,male_6,male," According to the police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.",according to police the driver of the vehicle that hit the photographer is unlikely to face criminal charges,validation,0.09145299145299145,0.05555555555555555,0.037037037037037035
257,validation_257,male_2,male," I lost my sister and her friend and on my way there were two disabled people in wheelchairs. People just jumping over and pushing them, Armand Visaggi said.",i lost my sister and her friend and on my way there were two disabled people in wheelchairs people just jumping over and pushing them armand versace said,validation,0.013675213675213675,0.03571428571428571,0.033112582781456956
260,validation_260,male_2,male," At the beginning, dress was heavily influenced by the Byzantine culture in the East.",at the beginning dress was heavily influenced by the byzantine culture in the east,validation,0.013675213675213675,0.0,0.0
263,validation_263,male_6,male, Such things have become separate disciplines which focus on providing solutions to real-life problems.,such things have become separate disciplines which focus on providing solutions to real life problems,validation,0.09145299145299145,0.0,0.0
268,validation_268,male_9,male, A satellite phone is not generally a replacement for a mobile phone as you have to be outdoors with clear line of sight to the satellite to make a phone call.,a satellite phone is not generally a replacement for a mobile phone as you have to be outdoors with clear line of sight to the satellite to make a phone call,validation,0.011965811965811967,0.0,0.0
278,validation_278,male_6,male, The Arabs also brought Islam to the lands and it took in a big way in Comoros in Mayat.,the arabs also brought islam to the lands and it took in a big way in the comoros and mayotte,validation,0.09145299145299145,0.15,0.0967741935483871
279,validation_279,male_6,male, It also had no authority to override tax laws and tariffs between states.,it also had no authority to override tax laws and tariffs between states,validation,0.09145299145299145,0.0,0.0
287,validation_287,male_6,male, Ancient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.,ancient roman meals couldn't have included foods that came to europe from america or from asia in later centuries,validation,0.09145299145299145,0.0,0.0
288,validation_288,male_6,male," Air accidents are common in Iran, which has an aging fleet that is poorly maintained for both civil and military operations.",air accidents are common in iran which has an aging fleet that is poorly maintained both for civil and military operations,validation,0.09145299145299145,0.09523809523809523,0.04918032786885246
291,validation_291,male_6,male, That didn't seem to make sense to me. It certainly wasn't fair.,that didn't seem to make sense to me it certainly wasn't fair,validation,0.09145299145299145,0.0,0.0
296,validation_296,male_6,male, In the churchyard there are interesting marble sculptures of some of doves over some tombs.,in the churchyard there are interesting marble sculptures of doves over some tombs,validation,0.09145299145299145,0.15384615384615385,0.0975609756097561
299,validation_299,male_6,male," Out of 1,400 people polled prior to the 2010 federal election, those who opposed Australia becoming a republic grew by 8% since 2008.","out of 1,400 people polled prior to the 2010 federal election those who oppose australia becoming a republic grew by 8 per cent since 2008",validation,0.09145299145299145,0.043478260869565216,0.007751937984496124
305,validation_305,male_6,male, U.S. President George W. Bush welcomed the announcement.,u.s. president george w bush welcomed the announcement,validation,0.09145299145299145,0.0,0.0
313,validation_313,male_6,male," Please treat this site with all the dignity, solemnity, and respect it deserves. Do not make jokes about the Holocaust or Nazis.",please treat the site with all of the dignity solemnity and respect it deserves do not make jokes about the holocaust or nazis,validation,0.09145299145299145,0.08695652173913043,0.03968253968253968
317,validation_317,male_6,male," You can see the pyramids in the dark, and you can see them in silence before the show begins.",you can see the pyramids in the dark and you can see them in silence before the show begins,validation,0.09145299145299145,0.0,0.0
318,validation_318,male_6,male, Scientists say the explosion caused by a collision was massive.,scientists say the explosion caused by the collision was massive,validation,0.09145299145299145,0.1,0.046875
323,validation_323,male_6,male, Research in AI involves making machines to automate tasks that require intelligent behavior.,research in ai involves making machines to automate tasks that require intelligent behavior,validation,0.09145299145299145,0.0,0.0
330,validation_330,male_9,male," If you visit the Arctic or Antarctic areas in the winter, you will experience the polar night, which means the sun doesn't rise above the horizon.",if you visit the arctic or antarctic areas in the winter you will experience the polar night which means that the sun doesn't rise above the horizon,validation,0.011965811965811967,0.03571428571428571,0.03355704697986577
339,validation_339,male_6,male, They can see very well in the dark with night vision and move very stealthily too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.,they can see very well in the dark with night vision and move very stealthily too ocelots hunt their prey by blending in with their surroundings then pouncing on their prey,validation,0.09145299145299145,0.0,0.0
344,validation_344,male_6,male," As NSA, he assisted Carter in diplomatically handling world affairs such as the Camp David Accords . Normalizing US-China relations through the late 1970s, the Iranian Revolution which led to the Iran Hostage Crisis in the Soviet invasion in Afghanistan .",as nsa he assisted carter in diplomatically handling world affairs such as the camp david accords 1978 normalizing us-china relations thought the late 1970s the iranian revolution which led to the iran hostage crisis 1979 and the soviet invasion in afghanistan 1979,validation,0.09145299145299145,0.11627906976744186,0.07169811320754717
352,validation_352,male_6,male, Her first was slalom where she earned a did not finish in her first run. 36 of 106 competitors had the same result in that race.,her first was the slalom where she earned a did not finish in her first run 36 of the 116 competitors had the same result in that race,validation,0.09145299145299145,0.10714285714285714,0.06923076923076923
354,validation_354,male_6,male, Argentina is well known for having one of the best polo teams and players in the world.,argentina is well known for having one of the best polo teams and players in the world,validation,0.09145299145299145,0.0,0.0
359,validation_359,male_6,male, Poland's men's visually impaired skier Maciej Kryzow and guide Anna Organska finish 13th in the Super G. South Korea's Jeong Seorapar finish 24th in the men's sitting Super G.,poland's men's visually impaired skier maciej krezel and guide anna ogarzynska finished thirteenth in the super-g south korea's jong seork park finished twenty-fourth in the men's sitting super-g,validation,0.09145299145299145,0.20588235294117646,0.08152173913043478
369,validation_369,male_6,male, Yet 80% of our goods were taxed through tariffs in Central American countries. We treat you.,yet eighty percent of our goods were taxed through tariffs in central american countries we treat you,validation,0.09145299145299145,0.0,0.0
381,validation_381,male_2,male, The Portuguese destroyed it and rebuilt it under the name Casa Branca only to abandon it after the earthquake of 1755.,the portuguese destroyed it and rebuilt it under the name casa branca only to abandon it after an earthquake in 1755,validation,0.013675213675213675,0.09523809523809523,0.04310344827586207
388,validation_388,male_9,male, Christmas is one of the most important holidays of Christianity and is celebrated as the birth of Jesus.,christmas is one of the most important holidays of christianity and is celebrated as the birthday of jesus,validation,0.011965811965811967,0.05555555555555555,0.02830188679245283
0,test_0,male_6,male," However, due to the slow communication channels, styles in the West could lag behind by 25 to 30 years.",however due to the slow communication channels styles in the west could lag behind by 25 to 30 year,test,0.09145299145299145,0.05263157894736842,0.010101010101010102
14,test_14,male_2,male, The internet combines elements of both mass and interpersonal communication.,the internet combines elements of both mass and interpersonal communication,test,0.013675213675213675,0.0,0.0
18,test_18,male_-1,male, But there are a lot of things about birds that still look like a dinosaur.,but there are a lot of things about birds that still look like a dinosaur,test,0.0008547008547008547,0.0,0.0
19,test_19,male_6,male, Women. It is recommended that any women travelers say that they are married regardless of actual marital status.,women it is recommended that any women travellers say that they are married regardless of actual marital status,test,0.09145299145299145,0.0,0.0
24,test_24,male_2,male," On August 15, 1940, the Allies invaded southern France and the invasion was called Operation Dragoon.",on 15 august 1940 the allies invaded southern france the invasion was called operation dragoon,test,0.013675213675213675,0.2,0.10638297872340426
42,test_42,male_6,male," Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros mountains of Iran.","goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran",test,0.09145299145299145,0.0,0.0
44,test_44,male_9,male," During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.",during this period of european history the catholic church which had become rich and powerful came under scrutiny,test,0.011965811965811967,0.0,0.0
69,test_69,male_6,male," The Plitvice Lakes National Park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of alpine and Mediterranean vegetation.",the plitvice lakes national park is heavily forested mainly with beech spruce and fir trees and features a mixture of alpine and mediterranean vegetation,test,0.09145299145299145,0.0,0.0
74,test_74,male_6,male, Everything in the universe is made of matter. All matter is made of tiny particles called atoms.,everything in the universe is made of matter all matter is made of tiny particles called atoms,test,0.09145299145299145,0.0,0.0
86,test_86,male_6,male, Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.,everyone participates in society and uses transportation systems almost everyone complains about transportation systems,test,0.09145299145299145,0.0,0.0
88,test_88,male_6,male," On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.",on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem,test,0.09145299145299145,0.0,0.0
89,test_89,male_6,male, The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.,the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour,test,0.09145299145299145,0.0,0.0
103,test_103,male_6,male, The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdogan.,the announcement was made after trump had a phone conversation with turkish president recep tayyip erdoğan,test,0.09145299145299145,0.0,0.0
108,test_108,male_6,male," A low rounded athlete, the tiger can climb, though not well, swim, leap great distances, and pull with five times the force of a strong human.",a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human,test,0.09145299145299145,0.038461538461538464,0.029850746268656716
109,test_109,male_6,male," If you want to be close to the action, you're going to have to get in early to get a camping site close to the music.",if you want to be close to the action you're going to have to get in early to get a camping site close to the music,test,0.09145299145299145,0.0,0.0
123,test_123,male_6,male, Several large television screens were installed in various places in Rome to let the people watch the ceremony.,several large television screens were installed in various places in rome to let the people watch the ceremony,test,0.09145299145299145,0.0,0.0
124,test_124,male_6,male, The composition of these crystals matches those found in urine of affected pets when compared by infrared spectroscopy .,the composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy ftir,test,0.09145299145299145,0.1,0.07086614173228346
125,test_125,male_6,male," For the spring box, it ended a five match losing streak.",for the springboks it ended a five-match losing streak,test,0.09145299145299145,0.2,0.058823529411764705
126,test_126,male_6,male," The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.",the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell,test,0.09145299145299145,0.0,0.0
131,test_131,male_6,male, The US Corps of Engineers estimated that six inches of rainfall could breach the previously damaged levees.,the u.s. corps of engineers estimated that 6 inches of rainfall could breach the previously damaged levees,test,0.09145299145299145,0.1111111111111111,0.009523809523809525
138,test_138,male_6,male," Daniel LaTange, a UN expert on the disease, stated the outbreak was likely caused by peacekeepers.",danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers,test,0.09145299145299145,0.17647058823529413,0.08823529411764706
143,test_143,male_6,male, It was ruled by the Vichy French. These were French people who made peace with the Germans in 1940 and worked with the invaders instead of fighting them.,it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them,test,0.09145299145299145,0.034482758620689655,0.025806451612903226
148,test_148,male_6,male, Segregation and recombination shuffle variation back and forth between the two pools with each generation.,segregation and recombination shuffle variation back and forth between the two pools with each generation,test,0.09145299145299145,0.0,0.0
