rid	client_id	gender	transcription	reference
train_603	1277	1	 If you want some small though rich pastries, try what depending on region are called Berliner, Panfuken or Krapfen.	if you want some small though rich pastries try what depending on region are called berliner pfannkuchen or krapfen
train_604	382	1	 England had experienced a long period of peace after the reconquest of the Danlaw.	england had experienced a long period of peace after the reconquest of the danelaw
train_605	794	1	 In some countries or types of stores, there is at least one on-site restaurant, often a rather informal one with affordable prices.	in some countries or types of stores there is at least one on-site restaurant often a rather informal one with affordable prices
train_606	755	0	 Some hotels have a heritage from the golden age of steam railways and ocean liners before the Second World War in the 19th or early 20th centuries.	some hotels have a heritage from the golden age of steam railways and ocean liners before the second world war in the 19th or early 20th centuries
train_607	1336	1	 Hamilton confirmed Howard University Hospital admitted the patient in stable condition.	hamilton confirmed howard university hospital admitted the patient in stable condition
train_608	737	0	 It is possible to secure a park permit directly from the ranger station in Puerto Jimenez but they do not accept credit cards.	it is possible to secure park permits directly from the ranger station in puerto jiménez but they do not accept credit cards
train_609	1479	0	 Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.	gold may be worked into all sorts of shapes it can be rolled into tiny shapes
train_610	1316	1	 Some roads have been damaged, where a service interrupted in the affected areas and the Noto Airport in Ishikawa Prefecture remains closed.	some roads have been damaged railway service interrupted in the affected areas and the noto airport in ishikawa prefecture remains closed
train_611	967	1	 Cinque Terre, which means five lands, comprises the five small coastal villages of Rigomori, Monarola, Coringula, Veranasa, and Monterosso, located in the Italian region of Liguria.	cinque terre which means five lands comprises the five small coastal villages of riomaggiore manarola corniglia vernazza and monterosso located in the italian region of liguria
train_612	672	0	 Does a black back County permit for any start date in may become available on? 1 January	thus a backcountry permit for any start date in may becomes available on 1 jan
train_613	596	0	 A cell is the smallest structural and functional unit of a living things .	a cell is the smallest structural and functional unit of a living things organism
train_614	549	1	 With the change from the quarter to the half mile run, speed becomes much less important and endurance becomes an absolute necessity.	with the change from the quarter to the half mile run speed becomes of much less importance and endurance becomes an absolute necessity
train_615	315	1	 In his notes, he used words which some parents consider coarse, and he reportedly used profanity in class.	in his notes he used words which some parents considered coarse and he reportedly used profanity in class
train_616	1290	1	 For news on tournaments and where to buy tickets for polo matches, check Association Argentina de Polo.	for news on tournaments and where to buy tickets for polo matches check asociacion argentina de polo
train_617	1478	1	 It is still produced today, but more importantly, its aspect ratio has been inherited by digital camera image sensor formats.	it is still produced today but more importantly its aspect ratio has been inherited by digital camera image sensor formats
train_618	203	1	 The precipitation reaching 6.34 inches at a gouge on Ajo was described as a beneficial.	the precipitation reaching 6.34 inches at a gauge on oahu was described as beneficial
train_619	1436	0	 Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent and exits can be hard to find.	casinos typically make many efforts to maximize time and money spent by guests windows and clocks are usually absent and exits can be hard to find
train_620	920	1	 It can save money over buying new maps for a GPS or a standalone GPS device, or renting one from a car rental company.	it can save money over buying new maps for a gps or a standalone gps device or renting one from a car rental company
train_621	1251	1	 Everyone can achieve enlightenment. The only thing standing in the way of this goal is out of our own tension and negativity.	everyone can achieve enlightenment the only thing standing in the way of this goal is our own tension and negativity
train_622	518	1	 The chimpanzee's hand and foot are similar in size and length, reflecting the hands used for bearing weight in knuckle walking.	the chimpanzee's hand and foot are similar in size and length reflecting the hand's use for bearing weight in knuckle walking
train_623	1411	1	 Most of the monasteries do provide wraps for women who come unprepared. But if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance.	most of the monasteries do provide wraps for women who come unprepared but if you bring your own especially one with bright colors you'll get a smile from the monk or nun at the entrance
train_624	656	0	 Cold weather is perhaps the only real danger the unprepared will face.	cold weather is perhaps the only real danger the unprepared will face
train_625	1081	1	 Farther south is Niagara Falls and the north is home to the untapped natural beauty of the Moose Caca and beyond.	farther south is niagara falls and the north is home to the untapped natural beauty of the muskoka and beyond
train_626	1058	0	 According to park authorities, stay at least 100 yards or meters away from bears and wolves and 25 yards or meters from other wild animals.	according to park authorities stay at least 100 yards/meters away from bears and wolves and 25 yards/meters from all other wild animals!
train_627	22	0	 Say also argued that the photogenic ma was more style than substance.	hsieh also argued that the photogenic ma was more style than substance
train_628	1246	1	 In late 2015, Toggenek established Astronet Radio as a subsidiary station.	in late 2015 toginet established astronet radio as a subsidiary station
train_629	845	0	 While it is far from a modern phenomenon, most people probably associate it with youth vandalizing public and private property using spray paint.	while it's far from a modern phenomenon most people probably associate it with youth vandalizing public and private property using spray paint
train_630	216	1	 The International Olympic Committee voted to include the sports at its executive board meeting in Berlin today. Rugby, specifically rugby union and golf, were selected over five other sports to be considered to participate in the Olympics.	the international olympic committee voted to include the sports at its executive board meeting in berlin today rugby specifically rugby union and golf were selected over five other sports to be considered to participate in the olympics
train_631	280	1	 As a winner-takes-all state, Florida awarded all 50 of its delegates to Romney, pushing him ahead as the frontrunner for the Republican Party nomination.	as a winner-takes-all state florida awarded all fifty of its delegates to romney pushing him ahead as the front-runner for the republican party nomination
train_632	755	0	 Some hotels have a heritage from the golden age of steel railways and ocean liners before the Second World War in the 19th or early 20th centuries.	some hotels have a heritage from the golden age of steam railways and ocean liners before the second world war in the 19th or early 20th centuries
train_633	981	0	 Even the hottest deserts can become extremely cold at night. Hyperthermia is a real risk without warm clothing.	even the hottest of deserts can become extremely cold at night hypothermia is a real risk without warm clothing
train_634	1116	0	 All the ships were sunk except for one British cruiser. Nearly 200 American and German lives were lost.	all the ships were sunk except for one british cruiser nearly 2:00 american and german lives were lost
train_635	1389	1	 Booking in advance gives the traveler peace of mind that they will have somewhere to sleep once they arrive at their destination.	booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination
train_636	553	1	 Maintaining a healthy energy balance, practicing effective hydration habits, and understanding the various aspects of supplementation practices can help athletes improve their performance and increase their enjoyment of the sport.	maintaining a healthy energy balance practicing effective hydration habits and understanding the various aspects of supplementation practices can help athletes improve their performance and increase their enjoyment of the sport
train_637	347	1	 People were hitting the panes with chairs, but the windows were unbreakable.	people were hitting the panes with chairs but the windows were unbreakable
train_638	823	1	 Although most agencies are willing to take on most regular bookings, many agents specialize in particular types of travel, budget ranges, or destinations.	although most agencies are willing to take on most regular bookings many agents specialise in particular types of travel budget ranges or destinations
train_639	1212	0	 Britain mine international waters to prevent any ships from entering entire section of ocean, causing danger to even neutral ships.	britain mined international waters to prevent any ships from entering entire sections of ocean causing danger to even neutral ships
train_640	790	1	 Imagine, if you will, a Manchunian, Bostonian, Jamaican, and Sidesider sitting around a table having dinner at a restaurant in Toronto.	imagine if you will a mancunian bostonian jamaican and sydneysider sitting around a table having dinner at a restaurant in toronto
train_641	392	1	 Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.	sanskrit is a very complex and rich language which has served to be the source for many modern indian languages just like latin is the source for european languages like french and spanish
train_642	371	0	 These plants look like a small palm tree with a crown of sharp spiky leaves.	these plants look like a small palm tree with a crown of sharp spiky leaves
train_643	1305	1	 Yet, Spanish is also widely used in public transport and other facilities.	yet spanish is also widely used in public transport and other facilities
train_644	1264	1	 Tommy Dreamer said, Lunar was the first queen of extreme. My first manager. Luna passed away on the night of two moons. Pretty unique, just like her. Strong woman.	tommy dreamer said luna was the first queen of extreme my first manager luna passed away on the night of two moons pretty unique just like her strong woman
train_645	395	1	 But the Royal Navy was still much stronger than the German Navy, Creek's Marine, and could have destroyed any invasion fleet sent across the English Channel.	but the royal navy was still much stronger than the german navy  kriegsmarine” and could have destroyed any invasion fleet sent across the english channel
train_646	799	0	 Also, give policy contact copies to traveling companions and relatives or friends back home willing to help.	also give policy/contact copies to traveling companions and relatives or friends back home willing to help
train_647	826	0	 If you want to see the world on the cheap for necessity, lifestyle or challenge, there are some ways to do that.	if you want to see the world on the cheap for necessity lifestyle or challenge there are some ways to do that
train_648	593	1	 Animals are made of many cells. They eat things and digest them inside. Most animals can move.	animals are made of many cells they eat things and digest them inside most animals can move
train_649	705	1	 However, this shouldn't really be off your concern because often tourists are shuffled around to fill the cars.	however this shouldn't really be off your concern because often tourists are shuffled around to fill the cars
train_650	1438	1	 The satellites, both of which weighed in excess of a thousand pounds and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.	the satellites both of which weighed in excess of 1,000 pounds and traveling at approximately 17,500 miles per hour collided 491 miles above the earth
train_651	900	0	 Avalanches are not an abnormality. Steep slopes can hold only so much snow, and the excess volumes will come down as avalanches.	avalanches are not an abnormality steep slopes can hold only so much slow and the excess volumes will come down as avalanches
train_652	578	1	 The cell is the basic unit of all living things and all organisms are composed of one or more cells.	the cell is the basic unit of all living things and all organisms are composed of one or more cells
train_653	492	1	 The Indus Valley Civilization was a Bronze Age civilization in the northwest Indian subcontinent, encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.	the indus valley civilization was a bronze age civilisation in the northwest indian subcontinent encompassing most of modern-day pakistan and some regions in northwest india and northeast afghanistan
train_654	1208	0	 Several hostages have been rescued and at least six have been confirmed dead so far.	several hostages have been rescued and least six have been confirmed dead so far
train_655	996	0	 Airlines that offer these include Air Canada, Delta Airlines, Lufthansa for flights originating from the US or Canada, and WestJet.	airlines that offer these include air canada delta air lines lufthansa for flights originating from the u.s. or canada and westjet
train_656	939	1	 While immigration check is usually absent or a formality, when you arrive in your homeland, customs control can be a hassle.	while immigration check is usually absent or a formality when you arrive in your homeland customs control can be a hassle
train_657	954	0	 Airlines such as Emirates, Etihad Airways, Qatar Airways and Turkish Airlines have greatly expanded their services to Africa and offer connection to many major African cities at competitive rates than other European airlines.	airlines such as emirates etihad airways qatar airways & turkish airlines have greatly expanded their services to africa and offer connections to many major african cities at competitive rates than other european airlines
train_658	892	0	 The South Pole Traverse or Highway is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole.	the south pole traverse or highway is a 1600 km trail from mcmurdo station on the ross sea to the pole
train_659	604	1	 It has the same molecular structure whether it has a gas, liquid or solid.	it has the same molecular structure whether it is a gas liquid or solid
train_660	69	1	 Tenants at Lockwood Gardens believe that there may have been another 40 families or more to face eviction since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.	tenants at lockwood gardens believe that there may be another 40 families or more to face eviction since they learned that oha police are also investigating other public housing properties in oakland that may be caught up in the housing scam
train_661	1191	0	 Although wagon ways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.	although wagonways merely consisted of parallel planks of wood they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day
train_662	198	1	 The president's condition is stable though he will be isolated at home for several days.	the president's condition is stable though he will be isolated at home for several days
train_663	248	1	 These agents are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.	these agents are responsible for providing government and judicial services under article 247 of the pakistani constitution
train_664	1477	0	 It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle.	it is obvious enough that the world has changed much because of humankind's scientific and technological advancements and problems have become greater because of overpopulation and mankind's extravagant lifestyle
train_665	424	1	 As time passed, many words that were borrowed from German, Kolosked. This was the beginning of enlightenment.	as time passed many words that were borrowed from german coalesced this was the beginning of enlightenment
train_666	138	0	 Fish often die because of the high concentrations of the toxin in the waters.	fish often die because of the high concentrations of the toxin in the waters
train_667	32	0	 Pica Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.	piquet jr crashed in the 2008 singapore grand prix just after an early pit stop for fernando alonso bringing out the safety car
train_668	591	1	 But if this ever does happen, probably won't happen for a very long time. The stars are so spread out that they are trillions of miles between stars that are neighbors.	but if this ever does happen probably won't happen for a very long time the stars are so spread out that there are trillions of miles between stars that are neighbors
train_669	514	1	 As the ability to obtain knowledge and learn changed in such a way as mentioned above, the base rate at which knowledge was obtained changed.	as the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed
train_670	1357	1	 Pre-modern observatories are usually obsolete today and remain as museums or sites of education.	pre-modern observatories are usually obsolete today and remain as museums or sites of education
train_671	1407	1	 Duty-free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations.	duty free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations
train_672	350	0	 Scientists were working to create a reactor that can make energy in the same way.	scientists are working to create a reactor that can make energy in the same way
train_673	635	0	 MRI is based on physics phenomenon called nuclear magnetic resonance , which was discovered in the 1930s by Felix Blotch working at Stanford University and Edward Purcell from Harvard University.	mri is based on a physics phenomenon called nuclear magnetic resonance nmr which was discovered in the 1930s by felix bloch working at stanford university and edward purcell from harvard university
train_674	349	0	 Stars give off light and heat because of the energy made when hydrogen atoms are merged or fused together to form heavier elements.	stars give off light and heat because of the energy made when hydrogen atoms are merged or fused together to form heavier elements
train_675	80	1	 The two sides would meet in the major semifinal where Nusa ran out winners by 11 points.	the two sides would meet in the major semi final where noosa ran out winners by 11 points
train_676	526	1	 Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya.	things did not go well for the italians in north africa almost from the start within a week of italy's declaration of war on june 10 1940 the british 11th hussars had seized fort capuzzo in libya
train_677	899	0	 Heels should be low and wide. Sand, gravel or salt is often scattered on roads or paths to improve traction.	heels should be low and wide. sand gravel or salt calcium chloride is often scattered on roads or paths to improve traction
train_678	896	1	 At a minimum you need to wear footwear with suitable soles. Summer shoes are usually very slippery on ice and snow. Even some winter boots are deficient.	at a minimum you need footwear with suitable soles summer shoes are usually very slippery on ice and snow even some winter boots are deficient
train_679	751	1	 Unlike larger vehicles, you are probably already familiar with driving your car and know its limitations.	unlike larger vehicles you are probably already familiar with driving your car and know its limitations
train_680	1046	1	 Suits are standard business attire and co-workers call each other by their family names or by job titles.	suits are standard business attire and coworkers call each other by their family names or by job titles
train_681	70	1	 The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans.	the band canceled the show at maui's war memorial stadium which was set to be attended by 9,000 people and apologized to fans
train_682	945	1	 It can also be a good way to stretch a budget to allow a longer stay somewhere, since many volunteer jobs provide room and board, and a few pay a small salary.	it can also be a good way to stretch a budget to allow a longer stay somewhere since many volunteer jobs provide room and board and a few pay a small salary
train_683	600	0	 They look like rooms. He was the first person to observe dead cells.	they looked like rooms he was the first person to observe dead cells
train_684	1239	0	 Anyone planning to visit a country that could be considered a war zone should get professional training.	anyone planning a visit to a country that could be considered a war zone should get professional training
train_685	80	0	 The two sides would meet in the major semi-final where Nolsu run out winners by 11 points.	the two sides would meet in the major semi final where noosa ran out winners by 11 points
train_686	1222	0	 Moldova is a multi-ethnic republic that has suffered from ethnic conflict.	moldova is a multi-ethnic republic that has suffered from ethnic conflict
train_687	607	0	 Time has been studied by religious, philosophical and scientific scholars for thousands of years.	time has been studied by religious philosophical and scientific scholars for thousands of years
train_688	999	1	 But regardless of his discovery, Eskimo tribes were already living there at the time.	but regardless of his discovery eskimo tribes were already living there at the time
train_689	66	1	 Protesters hope to collect a petition of 1.2 million signatures to present to the National Congress in November.	protesters hope to collect a petition of 1.2 million signatures to present to the national congress in november
train_690	1052	1	 Other biorhythm-based options involve drinking lots of fluid, particularly water or tea prior to sleep, forcing one to get up to urinate.	other biorhythm-based options involve drinking lots of fluid particularly water or tea a known diuretic prior to sleep forcing one to get up to urinate
train_691	245	1	 Some may not agree, but I don't care.	some may not agree but i don't care
train_692	391	1	 The earliest known book in the world is written in Sanskrit. After the compilation of Up and Seds, Sanskrit just faded due to hierarchy.	the earliest known book in the world was written in sanskrit after the compilation of upanishads sanskrit just faded due to hierarchy
train_693	1179	0	 In 1895, after defeat in the First Sino-Japanese War , the Qing government signs the Treaty of Shimonoseki by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.	in 1895 after defeat in the first sino-japanese war 1894-1895 the qing government signs the treaty of shimonoseki by which it cedes sovereignty over taiwan to japan which rules the island until 1945
train_694	922	1	 Every corner store is filled with a confusing array of prepaid phone cards that can be used from payphones or ordinary telephones.	every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones
train_695	846	0	 However, nowadays there are established graffiti artists, graffiti events, and legal walls. Graffiti paintings in this context often resemble artworks rather than eligible tags.	however nowadays there are established graffiti artists graffiti events and legal walls graffiti paintings in this context often resemble artworks rather than illegible tags
train_696	1443	1	 Cherry blossom viewing, known as hanami, has been a part of Japanese culture since the 8th century.	cherry blossom viewing known as hanami has been a part of japanese culture since the 8th century
train_697	844	1	 Unwanted murals or scribble art is known as graffiti.	unwanted murals or scribble is known as graffiti
train_698	53	1	 The Commissioner sets bail if granted and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.	the commissioner sets bail if granted and formalizes the charges filed by the arresting officer the charges are then entered into the state's computer system where the case is tracked
train_699	1126	0	 This too can be borrowed from the stock at the entrance, but that clothing wasn't washed after every use so you may not feel comfortable wearing these skirts. One size fits all for men.	this too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts one size fits all for men
train_700	424	0	 As time passed, many words that were borrowed from German, coalesced. This was the beginning of enlightenment.	as time passed many words that were borrowed from german coalesced this was the beginning of enlightenment
train_701	507	0	 This page can easily be accessed by providing just one web address, which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling.	this page can easily be accessed by providing just one web address which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling
train_702	496	1	 Doctors began to be recruited by Emperor Augustus and even formed the first Roman medical corps for the use in the aftermath of battles.	doctors began to be recruited by emperor augustus and even formed the first roman medical corps for use in the aftermath of battles
train_703	1449	0	 He cave itself which survived the times gives a very vivid image of Muhammad's spiritual inclinations.	he cave itself which survived the times gives a very vivid image of muhammad's spiritual inclinations
train_704	47	0	 250 years later, Guinness has grown to a global business that turns over 10 billion euros every year.	250 years later guinness has grown to a global business that turns over 10 billion euros us$14.7 billion every year
train_705	1504	0	 Congress lacked any power to impose taxes and because there was no national executive or judiciary it relied on state authorities who were often uncooperative to enforce all its acts.	congress lacked any power to impose taxes and because there was no national executive or judiciary it relied on state authorities who were often uncooperative to enforce all its acts
train_706	574	1	 In the nomadic phase, army ants march at night and stop to camp during the day.	in the nomadic phase army ants march at night and stop to camp during the day
train_707	851	0	 The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.	the pit is either heated with hot stones from a fire or in some places geothermal heat makes areas of ground naturally hot
train_708	868	1	 Many a stable, capable traveler has been overcome by the newness of developing world travel where many little cultural adjustments can add up quickly.	many a stable capable traveler has been overcome by the newness of developing world travel where many little cultural adjustments can add up quickly
train_709	1323	0	 But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.	but the consumer market on laptop computer will be radically varied and changed after asus was awarded in the 2007 taiwan sustainable award by executive yuan of the republic of china
train_710	26	0	 Of 10 first assist of the night was on the game winning goal by rookie Nicholas Backstrom.	ovechkin's first assist of the night was on the game-winning goal by rookie nicklas backstrom
train_711	1474	1	 According to Mick O'Flynn, the Acting Director, Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.	according to mick o'flynn the acting director park conservation and heritage with the npws the four shooters selected for the first shooting operation received comprehensive safety and training instruction
train_712	1282	0	 Germany was a common enemy in World War II, leading to cooperation between the USSR and USA. With the end of the war and clashes of system, process and culture led to countries falling out.	germany was a common enemy in world war 2 leading to cooperation between the ussr and usa with the end of the war the clashes of system process and culture led to the countries falling out
train_713	469	1	 Its large glazed windows and thin walls would not have been able to resist a determined attack for long.	its large glazed windows and thin walls would not have been able to resist a determined attack for long
train_714	440	0	 After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.	after the fire the fortress was preserved and protected remaining to be one of bhutan's most sensational attractions
train_715	1046	0	 Suits are standard business attire and co-workers call each other by their family names or by job titles.	suits are standard business attire and coworkers call each other by their family names or by job titles
train_716	397	1	 Let's start with an explanation about Italy's plans. Italy was mainly the little brother of Germany and Japan.	let's start with an explanation about italy's plans italy was mainly the little brother of germany and japan
train_717	19	1	 There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.	there were protests worldwide several criminal prosecutions and the leaders of the governments of iceland and pakistan both resigned
train_718	28	1	 Batten was ranked 190th on the 2008 400 richest Americans list with an estimated fortune of $2.3 billion.	batten was ranked 190th on the 2008 400 richest americans list with an estimated fortune of $2.3 billion
train_719	312	0	 The couple had married in Texas one year ago and came to Buffalo to celebrate with friends and relatives.	the couple had married in texas one year ago and came to buffalo to celebrate with friends and relatives
train_720	1473	0	 They all ran back from where the accident had happened.	they all ran back from where the accident had happened
train_721	1144	1	 No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.	no major damage or injuries have been reported in tonga but power was temporarily lost which reportedly prevented tongan authorities from receiving the tsunami warning issued by the ptwc
train_722	951	0	 Try to talk to as many people as possible, while after a while everyone will know you and will give you hints as to which boat is looking for someone.	try to talk to as many people as possible after a while everyone will know you and will give you hints as to which boat is looking for someone
train_723	1187	1	 Hershey and Chase use phages or viruses to implant their own DNA into a bacterium.	hershey and chase used phages or viruses to implant their own dna into a bacterium
train_724	1262	0	 The cities of Harappa and Mohenjo Daro had a flash toilet in almost every house attached to a sophisticated sewage system.	the cities of harappa and mohenjo-daro had a flush toilet in almost every house attached to a sophisticated sewage system
train_725	460	0	 One of the most common problems when we get to convert a movie to DVD formats is the overscan.	one of the most common problems when trying to convert a movie to dvd format is the overscan
train_726	1379	1	 Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns.	around 60 cases of malfunctioning ipods overheating have been reported causing a total of six fires and leaving four people with minor burns
train_727	586	1	 However, the first true telescopes were made in Europe in the late 16th century.	however the first true telescopes were made in europe in the late 16th century
train_728	6	0	 28-year-old Vidal had joined Barca three seasons ago from Sevilla.	28-year-old vidal had joined barça three seasons ago from sevilla
train_729	1393	0	 People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.	people would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals
train_730	1210	1	 The National Hurricane Center says that at this point Jerry poses no threat to land.	the national hurricane center nhc says that at this point jerry poses no threat to land
train_731	1404	0	 Over 4 million people went to Rome to attend the funeral.	over four million people went to rome to attend the funeral
train_732	745	0	 In developed countries today, providing deluxe bed and breakfast has been rising to a sort of art form.	in developed countries today providing deluxe bed and breakfasts has been raised to a sort of art-form
train_733	640	0	 Asynchronous communication encourages time for reflection and reaction to others.	asynchronous communication encourages time for reflection and reaction to others
train_734	936	1	 Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.	unless you are a diplomat working overseas generally means that you will have to file income tax in the country you are based in
train_735	150	1	 Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.	northern rock had required support due to its exposure during the subprime mortgage crisis in 2007
train_736	481	0	 On the accordion, to get extra volume, you use the bellows with more pressure or speed.	on the accordion to get extra volume you use the bellows with more pressure or speed
train_737	1137	0	 The village of Haldaweski offers views of the nearby island of Estero and has an usual octagonal church.	the village of haldarsvík offer views of the nearby island eysturoy and has an unusual octagonal church
train_738	966	1	 The whole district is designated as a UNESCO World Heritage Site for its unique cultural and historical value, and its property values are among the highest of the country.	the whole district is designated as a unesco world heritage site for its unique cultural and historical value and its property values are among the highest of the country
train_739	1322	0	 Donia said, right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.	danius said right now we are doing nothing i have called and sent emails to his closest collaborator and received very friendly replies for now that is certainly enough
train_740	898	1	 Some boots have studs and there is studded add-on equipment for slippery conditions suitable for most shoes and boots for the heels or heels and sole.	some boots have studs and there is studded add-on equipment for slippery conditions suitable for most shoes and boots for the heels or heels and sole
train_741	663	1	 San Francisco has developed a large tourist infrastructure with numerous hotels, restaurants, and top-notch convention facilities.	san francisco has developed a large tourist infrastructure with numerous hotels restaurants and top-notch convention facilities
train_742	296	0	 Helicopters rescued the 12 crew members and the only injury was a broken nose.	helicopters rescued the twelve crewmembers and the only injury was a broken nose
train_743	721	1	 Besides white sand beaches and mountain landscapes, the country is home to the oldest European city in the Americas, now part of Santo Domingo.	besides white sand beaches and mountain landscapes the country is home to the oldest european city in the americas now part of santo domingo
train_744	227	0	 Its existence is known only because of its effects on the expansion of the universe.	its existence is known only because of its effects on the expansion of the universe
train_745	66	0	 Protesters hope to collect a petition of 1.2 million signatures to present to the National Congress in November.	protesters hope to collect a petition of 1.2 million signatures to present to the national congress in november
train_746	803	1	 Possible long-term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.	possible long term health events from excessive drinking can include liver damage and even blindness and death the potential danger is increased when consuming illegally produced alcohol
train_747	162	1	 The US Navy also said they were investigating the incident.	the us navy also said they were investigating the incident
train_748	321	1	 Since then, China's economic size has grown by 90 times.	since then china's economic size has grown by 90 times
train_749	1438	1	 The satellites, both of which weighed in excess of 1,000 pounds and traveling at approximately 17,500 miles per hour, collided 491 miles above Earth.	the satellites both of which weighed in excess of 1,000 pounds and traveling at approximately 17,500 miles per hour collided 491 miles above the earth
train_750	1393	1	 People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.	people would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals
train_751	1108	1	 Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.	coalition and afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist
train_752	1033	0	 There's a tradition to pass the Easter night awake at some exposed point to see the sunrise.	there's a tradition to pass the easter night awake at some exposed point to see the sunrise
train_753	30	1	 Iraq's Abu Ghraib prison has been set alight during a riot.	iraq's abu ghraib prison has been set alight during a riot
train_754	735	0	 Permits must be reserved in advance. You must have a permit to stay overnight in Serena.	permits must be reserved in advance you must have a permit to stay overnight at sirena
train_755	590	0	 Many people dream of the day when humans can travel to another star and explore other worlds. Some people wonder what's out there. Some people believe that aliens or other life may live on another planet.	many people dream of the day when humans can travel to another star and explore other worlds some people wonder what's out there some belive that aliens or other life may live on another plant
train_756	1094	0	 Most deaths happen as a result of fatigue trying to swim back against the current which may be impossible.	most deaths happen as result of fatigue trying to swim back against the current which may be impossible
train_757	944	1	 Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective, and even gain new skills.	living and volunteering in a foreign country is a great way to get to know a different culture meet new people learn about yourself get a sense of perspective and even gain new skills
train_758	573	0	 Army ant colonies march and nest in different phases as well.	army ant colonies march and nest in different phases as well
train_759	222	1	 The trial took place at Birmingham Crown Court and concluded on August 3rd.	the trial took place at birmingham crown court and concluded on august 3
train_760	991	0	 The walls and roofs of ice caves can collapse and cracks can get closed.	the walls and roofs of ice caves can collapse and cracks can get closed
train_761	1064	1	 They have canceled the tour after lead singer Steven Tyler was injured after he fell off stage while performing on August 5th.	they have cancelled the tour after lead singer steven tyler was injured after he fell off stage while performing on august 5
train_762	388	0	 He originally named the Hangul alphabet Hunmin Jungyum, which means the correct sounds for the instructions of the people.	he originally named the hangeul alphabet hunmin jeongeum which means the correct sounds for the instruction of the people
train_763	1294	1	 Also, the Pacific Tsunami Warning Center said that there was no tsunami indication.	also the pacific tsunami warning center said that there was no tsunami indication
train_764	289	0	 The CCTV would certainly send a strong signal to those people working with animals that their welfare is of the highest priority.	the cctv would certainly send a strong signal to those people working with animals that their welfare is of the highest priority
train_765	1228	1	 It was the final match for the All Blacks who had already won the trophy two weeks ago.	it was the final match for the all blacks who had already won the trophy two weeks ago
